7.525733280328802544e-07 3.223112910929837938e+01 3.285538373423909064e+01 3.704937652446407270e+01
8.727598203329365405e-07 3.242765400067661119e+01 3.318923121119564001e+01 3.980424675902281706e+01
1.012140180384254459e-06 3.262537717563964179e+01 3.368362627869090176e+01 4.516798298410289902e+01
1.173779682430244116e-06 3.282430594055736606e+01 3.418538597844318616e+01 5.355199367547844247e+01
1.361233127177094665e-06 3.303369852415116270e+01 3.516043096261611112e+01 6.363651342012011014e+01
1.578623019515800055e-06 3.325884145445945705e+01 3.670198547794033317e+01 7.653627395573082026e+01
1.830730231281661510e-06 3.348551885839113140e+01 3.831112705800340024e+01 9.906678986420180877e+01
2.123099142920528842e-06 3.371374119423281712e+01 4.118585427243147734e+01 1.343162854069013292e+02
2.462159576353431925e-06 3.489362901384128435e+01 4.485038419834859980e+01 1.775311602793947543e+02
2.855368200605895862e-06 3.615315487442453701e+01 4.982903075905884549e+01 2.275534064624102655e+02
3.311372520016153362e-06 3.823939621372014130e+01 5.764926925460105878e+01 2.901908857632274703e+02
3.840201051476074647e-06 4.047080553871715125e+01 6.903679009261728083e+01 3.659087915049706794e+02
4.453483873111928687e-06 4.444624602818915804e+01 8.509391778362378034e+01 4.527901072301881413e+02
5.164708394745263242e-06 4.968887850907256620e+01 1.081941510388287497e+02 5.594603349099321576e+02
5.989515975077101206e-06 5.740001134779220138e+01 1.361374594896447263e+02 6.912603904979147273e+02
6.946045908846168289e-06 6.781967003129284421e+01 1.819197773305094756e+02 8.473885922305415761e+02
8.055334348979278783e-06 8.455190686013644097e+01 2.324160632717773183e+02 1.013988965064455329e+03
9.341776936891010315e-06 1.054122638813564521e+02 3.054505655160925812e+02 1.202538191984142031e+03
1.083366531516931151e-05 1.329205035025772759e+02 4.088671907312868257e+02 1.427776150898707328e+03
1.256380932171599963e-05 1.665560263305421813e+02 5.114329924933546749e+02 1.681416236769423222e+03
1.457025854873112501e-05 2.136628778659165846e+02 6.428501851052442362e+02 1.916318381419111574e+03
1.689713913517727103e-05 2.708838683109224803e+02 8.050396975131684485e+02 2.151268396187168037e+03
1.959562419559152699e-05 3.428302639836089725e+02 9.710914637479939984e+02 2.404887653837356083e+03
2.272505922706440152e-05 4.276291333537160995e+02 1.175022890431824862e+03 2.688406819823034311e+03
2.635426724450895119e-05 5.312150549246342734e+02 1.409993934484064539e+03 2.986028874641087896e+03
3.056306234695432584e-05 6.525239962499069861e+02 1.639224971956425634e+03 3.283629659414558319e+03
3.544400500144582610e-05 7.811075362865019542e+02 1.896515832464655887e+03 3.578010175751320730e+03
4.110443764702484659e-05 9.213570235799772945e+02 2.186922353932193801e+03 3.885778847613222297e+03
4.766884538610227260e-05 1.078706330999893453e+03 2.500692351742759456e+03 4.220020768774863427e+03
5.528159367991233397e-05 1.249398078831714201e+03 2.824738461726791684e+03 4.575618932019307977e+03
6.411010325586590159e-05 1.439328561755764440e+03 3.135776444224004990e+03 4.870949134497916930e+03
7.434853204985087283e-05 1.633896900331738152e+03 3.448307144177994815e+03 5.155034326615534155e+03
8.622204515731959049e-05 1.849534820876426920e+03 3.743004692651439200e+03 5.363069798178011297e+03
9.999176669858364768e-05 2.087914570105820530e+03 4.058327760043599028e+03 5.577696287250254500e+03
1.159605225004944169e-04 2.343337033785936001e+03 4.354589714549303608e+03 5.798417418183719747e+03
1.344794998884454547e-04 2.622887045373179717e+03 4.672479085783561459e+03 6.030614532404312740e+03
1.559559710518663240e-04 2.862283317450045161e+03 4.938762238535913639e+03 6.273984732983345566e+03
1.808622498366414507e-04 3.102791012111789769e+03 5.197288549089493245e+03 6.511895177551285997e+03
2.097460789436069893e-04 3.353063135580511243e+03 5.438300883042133137e+03 6.754297606253436243e+03
2.432426759699914749e-04 3.609759436871047001e+03 5.689251622111912184e+03 6.920529405827472146e+03
2.820887032121835794e-04 3.874986624892562759e+03 5.966852957117873302e+03 7.086458070253048390e+03
3.271384684558731977e-04 4.089667348983933152e+03 6.229413449409006716e+03 7.245231696713068231e+03
3.793827130438313304e-04 4.320394093162629360e+03 6.433108806000124787e+03 7.400509457520847718e+03
4.399704004113867500e-04 4.576205259052359906e+03 6.634525941614612748e+03 7.559115087472194318e+03
5.102339842664137259e-04 4.841180080738668948e+03 6.803981628901819931e+03 7.716977474525645448e+03
5.917187121155280871e-04 5.083532555383643739e+03 6.127676339542636924e+03 7.841418429702795038e+03
6.862166085841163877e-04 5.302134471479256717e+03 5.653017325484408502e+03 7.967866070966120787e+03
7.958058858965873315e-04 5.474362509023013445e+03 7.229560416837451157e+03 8.096352757349195599e+03
9.228966482381799124e-04 5.652184991044875460e+03 7.335413378379629648e+03 8.226911369694720634e+03
1.070283895135640522e-03 5.787984757953109693e+03 7.451626513953035101e+03 8.322049746860147934e+03
1.241208989515243553e-03 5.926688020379714544e+03 7.577814349803319601e+03 8.371150628501378378e+03
1.439430942253136416e-03 6.063692509745541429e+03 7.649564948961456139e+03 8.420541209994353267e+03
1.669309080918729513e-03 6.203864068145852798e+03 7.721994919273591222e+03 8.470223200595650269e+03
1.935898920774819154e-03 6.340769963040966104e+03 7.793595798099717285e+03 8.520198319646589880e+03
2.245063346444208657e-03 6.479193987890196695e+03 7.864816696490035611e+03 8.560793660004452249e+03
2.603601549367029391e-03 6.621298579036127194e+03 7.936688439047659813e+03 8.585610405755409374e+03
3.019398556661099988e-03 6.766790724312801103e+03 8.003316757024479557e+03 8.610499092367708727e+03
3.501598639847000767e-03 6.885387465778402657e+03 8.041817717265132160e+03 8.635459928389544075e+03
4.060806417069039165e-03 6.945400606656476157e+03 8.080503891209600624e+03 8.660493122973666686e+03
4.709320071483000421e-03 7.002260615176987812e+03 8.118057526838428203e+03 8.681439305839145163e+03
5.461401814785302872e-03 7.049588455074570447e+03 8.137059904311870923e+03 8.688447419772604917e+03
6.333591543958815885e-03 7.097236180870789212e+03 8.156106761680704949e+03 8.695461191023838182e+03
7.345070589222612960e-03 7.153363555297812127e+03 8.175198203061450840e+03 8.702480624159732542e+03
8.518083552786465118e-03 7.213693418913214373e+03 8.195244460806376082e+03 8.709505723750848119e+03
9.878427515552415383e-03 7.263331579052893176e+03 8.215465713957713888e+03 8.716536494371464869e+03
1.145601937047225141e-02 7.305288633467454019e+03 8.235736861786512236e+03 8.723572940599524372e+03
1.328555375944329327e-02 7.347486974345796625e+03 8.256058027404751556e+03 8.730615067016677131e+03
1.540726608319116855e-02 7.384400467671595834e+03 8.276429334228203516e+03 8.737662878208269831e+03
1.786781736437003526e-02 7.421499412974958432e+03 8.296850905977160437e+03 8.744716378763341709e+03
2.072132042392546905e-02 7.460175282519507164e+03 8.281817155414495573e+03 8.765651445535795574e+03
2.403052993854742567e-02 7.499147537699239365e+03 8.259636359498656020e+03 8.786710282869802541e+03
