# Cross sections for CH2+
# Converted from earlier Leiden database cross sections by Alan Heays 2016-02-24
# Photodissociation source: CH2+ p.d. cf. Theodorakopoulos & Petsalakis '91; maximum rate
# Lines represented with gaussian of width 1.0 nm FWHM
# wavelength: (nm)
# photoabsorption:    cross section (cm2)
# photodissociation:  cross section (cm2)
# 
# wavelength   photoabsorption photodissociation
  88.6000000       5.00000e-20       5.00000e-20
  88.7000000       5.00000e-20       5.00000e-20
  88.8000000       5.00000e-20       5.00000e-20
  88.9000000       5.00000e-20       5.00000e-20
  89.0000000       5.00000e-20       5.00000e-20
  89.1000000       5.00000e-20       5.00000e-20
  89.2000000       5.00000e-20       5.00000e-20
  89.3000000       5.00000e-20       5.00000e-20
  89.4000000       5.00000e-20       5.00000e-20
  89.5000000       5.00000e-20       5.00000e-20
  89.6000000       5.00000e-20       5.00000e-20
  89.7000000       5.00000e-20       5.00000e-20
  89.8000000       5.00000e-20       5.00000e-20
  89.9000000       5.00000e-20       5.00000e-20
  90.0000000       5.00000e-20       5.00000e-20
  90.1000000       5.14396e-20       5.14396e-20
  90.2000000       6.86460e-20       6.86460e-20
  90.3000000       1.37767e-19       1.37767e-19
  90.4000000       2.72983e-19       2.72983e-19
  90.5000000       5.12233e-19       5.12233e-19
  90.6000000       9.10313e-19       9.10313e-19
  90.7000000       1.53245e-18       1.53245e-18
  90.8000000       2.44448e-18       2.44448e-18
  90.9000000       3.69669e-18       3.69669e-18
  91.0000000       5.30419e-18       5.30419e-18
  91.1000000       7.23063e-18       7.23063e-18
  91.2000000       9.38408e-18       9.38408e-18
  91.3000000       1.16326e-17       1.16326e-17
  91.4000000       1.38410e-17       1.38410e-17
  91.5000000       1.59191e-17       1.59191e-17
  91.6000000       1.78647e-17       1.78647e-17
  91.7000000       1.97771e-17       1.97771e-17
  91.8000000       2.18280e-17       2.18280e-17
  91.9000000       2.41877e-17       2.41877e-17
  92.0000000       2.69304e-17       2.69304e-17
  92.1000000       2.99531e-17       2.99531e-17
  92.2000000       3.29475e-17       3.29475e-17
  92.3000000       3.54450e-17       3.54450e-17
  92.4000000       3.69298e-17       3.69298e-17
  92.5000000       3.69831e-17       3.69831e-17
  92.6000000       3.54097e-17       3.54097e-17
  92.7000000       3.23004e-17       3.23004e-17
  92.8000000       2.80119e-17       2.80119e-17
  92.9000000       2.30746e-17       2.30746e-17
  93.0000000       1.80663e-17       1.80663e-17
  93.1000000       1.34962e-17       1.34962e-17
  93.2000000       9.73225e-18       9.73225e-18
  93.3000000       6.98320e-18       6.98320e-18
  93.4000000       5.32499e-18       5.32499e-18
  93.5000000       4.74606e-18       4.74606e-18
  93.6000000       5.18649e-18       5.18649e-18
  93.7000000       6.55409e-18       6.55409e-18
  93.8000000       8.71484e-18       8.71484e-18
  93.9000000       1.14690e-17       1.14690e-17
  94.0000000       1.45318e-17       1.45318e-17
  94.1000000       1.75389e-17       1.75389e-17
  94.2000000       2.00851e-17       2.00851e-17
  94.3000000       2.17933e-17       2.17933e-17
  94.4000000       2.23942e-17       2.23942e-17
  94.5000000       2.17889e-17       2.17889e-17
  94.6000000       2.00722e-17       2.00722e-17
  94.7000000       1.75069e-17       1.75069e-17
  94.8000000       1.44572e-17       1.44572e-17
  94.9000000       1.13046e-17       1.13046e-17
  95.0000000       8.37260e-18       8.37260e-18
  95.1000000       5.88023e-18       5.88023e-18
  95.2000000       3.93273e-18       3.93273e-18
  95.3000000       2.54314e-18       2.54314e-18
  95.4000000       1.67296e-18       1.67296e-18
  95.5000000       1.27757e-18       1.27757e-18
  95.6000000       1.34570e-18       1.34570e-18
  95.7000000       1.92566e-18       1.92566e-18
  95.8000000       3.13358e-18       3.13358e-18
  95.9000000       5.13902e-18       5.13902e-18
  96.0000000       8.12497e-18       8.12497e-18
  96.1000000       1.22228e-17       1.22228e-17
  96.2000000       1.74323e-17       1.74323e-17
  96.3000000       2.35474e-17       2.35474e-17
  96.4000000       3.01178e-17       3.01178e-17
  96.5000000       3.64722e-17       3.64722e-17
  96.6000000       4.18166e-17       4.18166e-17
  96.7000000       4.53922e-17       4.53922e-17
  96.8000000       4.66508e-17       4.66508e-17
  96.9000000       4.53922e-17       4.53922e-17
  97.0000000       4.18165e-17       4.18165e-17
  97.1000000       3.64720e-17       3.64720e-17
  97.2000000       3.01174e-17       3.01174e-17
  97.3000000       2.35463e-17       2.35463e-17
  97.4000000       1.74291e-17       1.74291e-17
  97.5000000       1.22145e-17       1.22145e-17
  97.6000000       8.10455e-18       8.10455e-18
  97.7000000       5.09137e-18       5.09137e-18
  97.8000000       3.02827e-18       3.02827e-18
  97.9000000       1.70534e-18       1.70534e-18
  98.0000000       9.09257e-19       9.09257e-19
  98.1000000       4.59012e-19       4.59012e-19
  98.2000000       2.19394e-19       2.19394e-19
  98.3000000       1.00682e-19       1.00682e-19
  98.4000000       5.52177e-20       5.52177e-20
  98.5000000       5.00000e-20       5.00000e-20
  98.6000000       5.00000e-20       5.00000e-20
  98.7000000       5.00000e-20       5.00000e-20
  98.8000000       5.00000e-20       5.00000e-20
  98.9000000       5.00000e-20       5.00000e-20
  99.0000000       5.00000e-20       5.00000e-20
  99.1000000       5.00000e-20       5.00000e-20
  99.2000000       5.00000e-20       5.00000e-20
  99.3000000       5.00000e-20       5.00000e-20
  99.4000000       5.00000e-20       5.00000e-20
  99.5000000       5.00000e-20       5.00000e-20
  99.6000000       5.00000e-20       5.00000e-20
  99.7000000       5.00000e-20       5.00000e-20
  99.8000000       5.00000e-20       5.00000e-20
  99.9000000       5.00000e-20       5.00000e-20
 100.0000000       5.00000e-20       5.00000e-20
 100.1000000       5.00000e-20       5.00000e-20
 100.2000000       5.00000e-20       5.00000e-20
 100.3000000       5.00000e-20       5.00000e-20
 100.4000000       5.00000e-20       5.00000e-20
 100.5000000       5.00000e-20       5.00000e-20
 100.6000000       5.00000e-20       5.00000e-20
 100.7000000       5.00000e-20       5.00000e-20
 100.8000000       5.00000e-20       5.00000e-20
 100.9000000       5.00000e-20       5.00000e-20
 101.0000000       5.00000e-20       5.00000e-20
 101.1000000       5.00000e-20       5.00000e-20
 101.2000000       5.00000e-20       5.00000e-20
 101.3000000       5.00000e-20       5.00000e-20
 101.4000000       5.00000e-20       5.00000e-20
 101.5000000       5.00000e-20       5.00000e-20
 101.6000000       5.00000e-20       5.00000e-20
 101.7000000       5.00000e-20       5.00000e-20
 101.8000000       5.00000e-20       5.00000e-20
 101.9000000       5.00000e-20       5.00000e-20
 102.0000000       5.00000e-20       5.00000e-20
 102.1000000       5.00000e-20       5.00000e-20
 102.2000000       5.00000e-20       5.00000e-20
 102.3000000       5.00000e-20       5.00000e-20
 102.4000000       5.00000e-20       5.00000e-20
 102.5000000       5.00000e-20       5.00000e-20
 102.6000000       5.00000e-20       5.00000e-20
 102.7000000       5.00000e-20       5.00000e-20
 102.8000000       5.00000e-20       5.00000e-20
 102.9000000       5.00000e-20       5.00000e-20
 103.0000000       5.00000e-20       5.00000e-20
 103.1000000       5.00000e-20       5.00000e-20
 103.2000000       5.00000e-20       5.00000e-20
 103.3000000       5.00000e-20       5.00000e-20
 103.4000000       5.00000e-20       5.00000e-20
 103.5000000       5.00000e-20       5.00000e-20
 103.6000000       5.00000e-20       5.00000e-20
 103.7000000       5.00000e-20       5.00000e-20
 103.8000000       5.00000e-20       5.00000e-20
 103.9000000       5.00000e-20       5.00000e-20
 104.0000000       5.00000e-20       5.00000e-20
 104.1000000       5.00000e-20       5.00000e-20
 104.2000000       5.00000e-20       5.00000e-20
 104.3000000       5.00000e-20       5.00000e-20
 104.4000000       5.00000e-20       5.00000e-20
 104.5000000       5.00000e-20       5.00000e-20
 104.6000000       5.00000e-20       5.00000e-20
 104.7000000       5.00000e-20       5.00000e-20
 104.8000000       5.00000e-20       5.00000e-20
 104.9000000       5.00000e-20       5.00000e-20
 105.0000000       5.00000e-20       5.00000e-20
 105.1000000       5.00000e-20       5.00000e-20
 105.2000000       5.00000e-20       5.00000e-20
 105.3000000       5.00000e-20       5.00000e-20
 105.4000000       5.00000e-20       5.00000e-20
 105.5000000       5.00000e-20       5.00000e-20
 105.6000000       5.00000e-20       5.00000e-20
 105.7000000       5.00000e-20       5.00000e-20
 105.8000000       5.00000e-20       5.00000e-20
 105.9000000       5.00000e-20       5.00000e-20
 106.0000000       5.00000e-20       5.00000e-20
 106.1000000       5.00000e-20       5.00000e-20
 106.2000000       5.00000e-20       5.00000e-20
 106.3000000       5.00000e-20       5.00000e-20
 106.4000000       5.00000e-20       5.00000e-20
 106.5000000       5.00000e-20       5.00000e-20
 106.6000000       5.00000e-20       5.00000e-20
 106.7000000       5.00000e-20       5.00000e-20
 106.8000000       5.00000e-20       5.00000e-20
 106.9000000       5.00000e-20       5.00000e-20
 107.0000000       5.00000e-20       5.00000e-20
 107.1000000       5.00000e-20       5.00000e-20
 107.2000000       5.00000e-20       5.00000e-20
