 2  2 4.30E-13 0.672
 6  6 4.70E-13 0.624
 6  5 2.30E-12 0.645
 6  4 4.90E-12 0.803
 6  3 9.16E-12 0.791
 6  2 1.70E-11 0.721
 7  7 4.10E-13 0.608
 7  6 2.20E-12 0.639
 7  5 5.00E-12 0.676
 7  4 9.40E-12 0.765
 7  3 1.57E-11 0.780
 7  2 2.90E-11 0.750
 8  8 3.10E-13 0.678
 8  7 2.00E-12 0.646
 8  6 5.10E-12 0.660
 8  5 9.60E-12 0.670
 8  4 1.59E-11 0.759
 8  3 2.44E-11 0.774
 8  2 7.19E-11 0.834
10 10 2.20E-13 0.759
10  9 1.50E-12 0.693
10  8 4.40E-12 0.675
10  7 9.10E-12 0.668
10  6 1.50E-11 0.684
10  5 2.30E-11 0.704
10  4 2.80E-11 0.771
10  3 5.00E-11 0.832
10  2 8.60E-11 0.769
12 12 1.40E-13 0.855
12 11 8.80E-13 0.838
12 10 3.50E-12 0.734
12  9 7.70E-12 0.718
12  8 1.40E-11 0.716
12  7 2.30E-11 0.695
12  6 3.20E-11 0.691
12  5 4.60E-11 0.711
12  4 6.83E-11 0.765
12  3 1.13E-10 0.829
12  2 2.16E-10 0.821
13 13 6.75E-13 0.827
13 12 1.33E-12 0.753
13 11 2.33E-12 0.824
13 10 7.02E-12 0.733
13  9 1.36E-11 0.720
13  8 2.10E-11 0.711
13  7 3.19E-11 0.691
13  6 4.39E-11 0.697
13  5 5.90E-11 0.710
13  4 9.40E-11 0.778
13  3 1.57E-10 0.843
13  2 2.69E-10 0.823
14 14 5.90E-13 0.601
14 13 1.00E-12 0.786
14 12 3.70E-12 0.693
14 11 5.50E-12 0.821
14 10 1.20E-11 0.735
14  9 2.11E-11 0.716
14  8 3.00E-11 0.702
14  7 4.30E-11 0.688
14  6 5.80E-11 0.703
14  5 7.70E-11 0.714
14  4 1.43E-10 0.823
14  3 2.15E-10 0.858
14  2 3.20E-10 0.818
16 16 4.10E-13 0.630
16 15 1.80E-12 0.686
16 14 2.70E-12 0.745
16 13 5.70E-12 0.755
16 12 1.20E-11 0.701
16 11 1.70E-11 0.849
16 10 2.70E-11 0.733
16  9 4.00E-11 0.696
16  8 5.50E-11 0.711
16  7 7.40E-11 0.716
16  6 9.20E-11 0.714
16  5 1.40E-10 0.755
16  4 2.00E-10 0.806
16  3 2.91E-10 0.840
16  2 4.30E-10 0.807
18 18 3.77E-13 0.651
18 17 1.95E-12 0.752
18 16 3.23E-12 0.869
18 15 6.03E-12 0.812
18 14 9.12E-12 0.811
18 13 1.58E-11 0.793
18 12 2.69E-11 0.744
18 11 3.55E-11 0.910
18 10 4.90E-11 0.801
18  9 6.92E-11 0.811
18  8 9.55E-11 0.793
18  7 1.23E-10 0.702
18  6 1.58E-10 0.790
18  5 2.14E-10 0.774
18  4 3.07E-10 0.819
18  3 4.36E-10 0.854
18  2 5.80E-10 0.803
20 20 1.12E-13 0.900
20 19 6.78E-13 0.800
20 18 3.96E-12 0.700
20 17 7.08E-12 0.780
20 16 1.07E-11 0.840
20 15 1.80E-11 0.820
20 14 2.40E-11 0.820
20 13 3.76E-11 0.810
20 12 5.04E-11 0.780
20 11 6.46E-11 0.900
20 10 8.51E-11 0.820
20  9 1.18E-10 0.810
20  8 1.58E-10 0.800
20  7 2.04E-10 0.730
20  6 2.60E-10 0.800
20  5 3.24E-10 0.780
20  4 4.61E-10 0.833
20  3 5.62E-10 0.839
20  2 8.44E-10 0.819
26 26 1.42E-13 0.891
26 25 1.02E-12 0.843
26 24 3.32E-12 0.746
26 23 7.80E-12 0.682
26 22 1.51E-11 0.699
26 21 2.62E-11 0.728
26 20 4.12E-11 0.759
26 19 6.05E-11 0.790
26 18 8.13E-11 0.810
26 17 1.09E-10 0.829
26 16 1.33E-10 0.828
26 15 1.64E-10 0.834
26 14 2.00E-10 0.836
26 13 2.41E-10 0.840
26 12 2.89E-10 0.846
26 11 3.42E-10 0.850
26 10 3.87E-10 0.836
26  9 4.52E-10 0.824
26  8 5.25E-10 0.816
26  7 6.07E-10 0.811
26  6 6.98E-10 0.808
26  5 7.72E-10 0.800
26  4 1.15E-09 0.852
26  3 1.58E-09 0.875
26  2 1.40E-09 0.787
28 28 3.60E-13 0.700
28 27 1.00E-12 0.700
28 26 1.40E-12 0.700
28 25 1.60E-12 0.700
28 24 3.58E-12 0.746
28 23 9.05E-12 0.682
28 22 1.75E-11 0.699
28 21 3.04E-11 0.728
28 20 8.91E-11 0.759
28 19 1.19E-10 0.790
28 18 1.50E-10 0.810
28 17 1.91E-10 0.829
28 16 2.29E-10 0.828
28 15 2.63E-10 0.834
28 14 3.16E-10 0.836
28 13 3.63E-10 0.840
28 12 4.03E-10 0.846
28 11 4.73E-10 0.850
28 10 5.25E-10 0.836
28  9 5.75E-10 0.824
28  8 6.38E-10 0.816
28  7 7.08E-10 0.811
28  6 7.94E-10 0.808
28  5 8.71E-10 0.800
28  4 1.36E-09 0.842
28  3 1.87E-09 0.868
28  2 1.06E-09 0.732
