Co17+ 27 10  1397.0 1 0.310E-09 1.1700 0.09   70  100
Co18+ 27  9  1486.0 1 0.156E-09 0.5720 0.15  100  100
Co19+ 27  8  1603.0 1 0.132E-09 0.6820 0.13  100  100
Co20+ 27  7  1735.0 1 0.908E-10 0.5110 0.17  300  100
Co21+ 27  6  1846.0 0 0.345E-09 2.8400 0.11  200  100
Co22+ 27  5  1962.0 1 0.501E-10 0.7140 0.11  300  100
Co23+ 27  4  2119.0 1 0.192E-10 0.1170 0.42  300  100
Co24+ 27  3  2219.0 1 0.195E-10 1.2000 0.00  300  100
Co25+ 27  2  9544.0 0 0.168E-10 3.5200 0.05 1000  100
Co26+ 27  1 10012.1 1 0.145E-11 0.6350 0.15 2000 1000
Ni    28 28     7.6 0 0.165E-06 0.4520 0.28    1   20
Ni 1+ 28 27    18.2 0 0.842E-07 0.6190 0.16    1   20
